Time,Attacker,Victim,Attack Type,1,4,2,3
34902200,4,1,P,-1.0,1.0,0.0,0.0
34907200,1,4,P,0.0,0.0,0.0,0.0
34912200,1,4,P,0.33333333333333337,-0.33333333333333326,0.0,0.0
34978300,1,2,P,1.3333333333333335,0.0,-1.3333333333333333,0.0
35243400,1,2,J,1.3333333333333335,0.0,-1.3333333333333333,0.0
35676800,3,4,P,1.0,-0.9999999999999999,-1.3333333333333333,1.3333333333333333
35678300,3,4,P,1.0,-0.9999999999999999,-1.3333333333333333,1.3333333333333333
35744300,1,2,P,1.0,-0.9999999999999999,-1.3333333333333333,1.3333333333333333
35747100,1,2,P,1.0,-0.9999999999999999,-1.3333333333333333,1.3333333333333333
35955500,1,2,P,1.0,-0.9999999999999999,-1.3333333333333333,1.3333333333333333
35988700,1,4,P,1.25,-1.25,-1.25,1.25
36060900,1,3,P,3.25,-2.0,-1.25,0.0
36449600,1,4,P,3.4,-2.2,-1.2,-5.551115123125783e-17
36707700,1,4,P,3.5,-2.3333333333333335,-1.1666666666666667,8.326672684688674e-17
36713100,1,4,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
36773100,3,4,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
36821400,3,4,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
36910900,1,3,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
36938700,1,2,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
37463200,1,2,P,3.5714285714285716,-2.428571428571429,-1.1428571428571428,-5.551115123125783e-17
37794200,1,4,P,3.625,-2.5,-1.125,0.0
38047000,1,4,P,3.6666666666666665,-2.5555555555555554,-1.1111111111111112,5.551115123125783e-17
38189900,3,4,P,3.6666666666666665,-2.5555555555555554,-1.1111111111111112,5.551115123125783e-17
38192400,3,4,P,3.6666666666666665,-2.5555555555555554,-1.1111111111111112,5.551115123125783e-17
38193900,1,4,P,3.7,-2.5999999999999996,-1.1,8.326672684688674e-17
38362000,4,2,P,4.6000000000000005,-1.5999999999999999,-4.0,1.0
38665600,1,2,P,4.6000000000000005,-1.5999999999999999,-4.0,1.0
38733900,1,3,P,4.6000000000000005,-1.5999999999999999,-4.0,1.0
38883200,1,2,P,4.6000000000000005,-1.5999999999999999,-4.0,1.0
38989700,1,4,P,4.636363636363636,-1.6363636363636365,-4.0,0.9999999999999999
39333100,1,4,P,4.666666666666666,-1.6666666666666665,-4.0,0.9999999999999997
39459700,1,4,P,4.6923076923076925,-1.6923076923076923,-4.0,0.9999999999999998
39461900,1,4,P,4.714285714285715,-1.7142857142857144,-4.0,0.9999999999999998
39768600,2,3,P,5.714285714285715,-1.7142857142857142,-2.0,-2.0000000000000004
40120500,1,2,P,5.714285714285715,-1.7142857142857142,-2.0,-2.0000000000000004
40186200,1,2,P,5.714285714285715,-1.7142857142857142,-2.0,-2.0000000000000004
40465900,4,2,P,5.714285714285715,-1.7142857142857142,-2.0,-2.0000000000000004
40484000,4,2,P,5.714285714285715,-1.7142857142857142,-2.0,-2.0000000000000004
40485200,2,4,P,5.714285714285714,-2.7142857142857144,-1.0000000000000002,-2.0
40488100,2,4,P,5.714285714285714,-3.3142857142857145,-0.40000000000000013,-2.0
40635900,1,4,P,5.733333333333333,-3.3333333333333335,-0.40000000000000036,-2.0
40638000,1,4,P,5.75,-3.35,-0.3999999999999999,-2.0
40669700,1,4,P,5.764705882352942,-3.364705882352941,-0.40000000000000013,-2.0
40843900,1,4,P,5.777777777777779,-3.377777777777778,-0.40000000000000013,-2.0
40877600,1,4,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
40921100,3,4,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
40961200,3,4,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
40995900,2,3,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41004400,1,2,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41030100,1,2,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41070000,3,4,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41291100,1,2,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41293000,1,2,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41368800,1,3,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41380000,2,3,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
41419500,2,3,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
42298600,3,4,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
42493400,2,3,P,5.7894736842105265,-3.389473684210526,-0.40000000000000013,-2.0
42797900,2,4,P,5.789473684210527,-3.789473684210526,0.0,-2.0
43158500,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
43160500,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
43242200,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
43412100,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44129900,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44415700,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44431300,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44605400,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44608600,1,2,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44753400,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44755200,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44756600,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44758300,1,3,P,5.789473684210527,-3.789473684210526,0.0,-2.0
44839100,2,4,P,5.789473684210526,-4.075187969924812,0.28571428571428603,-2.0
44949900,1,3,P,5.789473684210526,-4.075187969924812,0.28571428571428603,-2.0
44951500,1,3,P,5.789473684210526,-4.075187969924812,0.28571428571428603,-2.0
44952400,1,3,P,5.789473684210526,-4.075187969924812,0.28571428571428603,-2.0
45088400,2,4,P,5.7894736842105265,-4.289473684210526,0.5000000000000002,-2.0
45094200,2,4,P,5.7894736842105265,-4.456140350877193,0.6666666666666665,-2.0
45112400,2,4,P,5.7894736842105265,-4.589473684210526,0.7999999999999996,-2.0
45137400,2,4,P,5.789473684210527,-4.698564593301436,0.909090909090909,-2.0
45155100,1,4,P,5.800000000000001,-4.709090909090909,0.9090909090909094,-2.0
45368800,1,2,P,5.800000000000001,-4.709090909090909,0.9090909090909094,-2.0
45590500,2,3,P,5.800000000000001,-4.709090909090909,0.9090909090909094,-2.0
45623900,1,4,P,5.80952380952381,-4.7186147186147185,0.9090909090909094,-2.0
45632100,1,4,P,5.818181818181818,-4.7272727272727275,0.9090909090909096,-2.0
45762900,1,4,P,5.826086956521738,-4.735177865612648,0.9090909090909095,-2.0
46313500,1,4,P,5.833333333333333,-4.742424242424242,0.9090909090909092,-2.0
46316100,1,4,P,5.84,-4.749090909090909,0.9090909090909088,-2.0
46318100,1,4,P,5.846153846153847,-4.755244755244755,0.9090909090909092,-2.0
46912600,2,4,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
47281500,1,2,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
47355500,1,2,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
47621400,1,2,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
47623500,1,2,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
47841900,2,3,P,5.846153846153846,-4.846153846153847,0.9999999999999999,-2.0
48116000,2,4,P,5.846153846153846,-4.923076923076923,1.0769230769230766,-2.0
48118700,2,4,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
48408000,2,3,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
48410800,2,3,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
49389400,2,3,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
50416300,1,2,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
50418100,1,2,P,5.846153846153847,-4.989010989010989,1.1428571428571428,-2.0
50443700,2,4,P,5.846153846153847,-5.046153846153846,1.2,-2.0
50467900,1,2,P,5.846153846153847,-5.046153846153846,1.2,-2.0
50742400,2,4,P,5.846153846153847,-5.096153846153846,1.25,-2.0
50754000,2,4,P,5.846153846153847,-5.140271493212669,1.2941176470588232,-2.0
50871700,1,2,P,5.846153846153847,-5.140271493212669,1.2941176470588232,-2.0
51205200,4,3,P,5.846153846153847,-4.776635129576306,1.2941176470588234,-2.3636363636363638
53127100,1,2,P,5.846153846153847,-4.776635129576306,1.2941176470588234,-2.3636363636363638
53129900,1,2,P,5.846153846153847,-4.776635129576306,1.2941176470588234,-2.3636363636363638
53578300,1,3,P,5.846153846153847,-4.776635129576306,1.2941176470588234,-2.3636363636363638
54363700,1,4,P,5.851851851851851,-4.782333135274312,1.2941176470588234,-2.3636363636363633
54366100,1,4,P,5.857142857142857,-4.787624140565317,1.2941176470588234,-2.3636363636363633
54413800,1,4,P,5.862068965517241,-4.792550248939701,1.2941176470588238,-2.3636363636363638
54432200,1,2,P,5.862068965517241,-4.792550248939701,1.2941176470588238,-2.3636363636363638
54731300,2,4,P,5.862068965517241,-4.831765935214211,1.3333333333333335,-2.363636363636364
55050200,1,2,P,5.862068965517241,-4.831765935214211,1.3333333333333335,-2.363636363636364
55179100,2,4,P,5.862068965517241,-4.866853654512457,1.3684210526315792,-2.3636363636363633
55659300,1,2,P,5.862068965517241,-4.866853654512457,1.3684210526315792,-2.3636363636363633
55984000,2,4,P,5.862068965517242,-4.898432601880877,1.4000000000000001,-2.3636363636363633
56043000,2,4,P,5.862068965517242,-4.927004030452306,1.4285714285714284,-2.3636363636363633
56255500,2,4,P,5.862068965517241,-4.952978056426332,1.4545454545454548,-2.3636363636363633
56323400,2,4,P,5.862068965517242,-4.9766934714460955,1.4782608695652173,-2.3636363636363633
121680800,1,3,P,5.862068965517242,-4.9766934714460955,1.4782608695652173,-2.3636363636363633
121739900,2,4,P,5.862068965517242,-4.998432601880878,1.4999999999999998,-2.3636363636363638
121812200,1,2,P,5.862068965517242,-4.998432601880878,1.4999999999999998,-2.3636363636363638
121839100,2,4,P,5.862068965517241,-5.018432601880878,1.52,-2.3636363636363638
121934400,1,4,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
121971000,1,3,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122019800,1,2,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122071600,2,3,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122077800,2,3,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122079100,2,3,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122187200,1,2,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122189800,1,2,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122319000,1,2,P,5.866666666666666,-5.023030303030303,1.5199999999999998,-2.3636363636363638
122334900,3,4,P,5.866666666666666,-5.053333333333334,1.5199999999999998,-2.333333333333334
122373300,2,4,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122466600,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122475800,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122494500,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122496500,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122511000,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122538000,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122543400,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122552100,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122559000,1,2,P,5.866666666666667,-5.0717948717948715,1.5384615384615383,-2.333333333333334
122752800,2,4,P,5.866666666666667,-5.088888888888889,1.5555555555555558,-2.333333333333334
122792600,1,2,P,5.866666666666667,-5.088888888888889,1.5555555555555558,-2.333333333333334
122933300,2,4,P,5.866666666666666,-5.104761904761904,1.5714285714285712,-2.333333333333334
