Time,Attacker,Victim,Attack Type,3,1,2,4
35603400,1,3,P,-1.0,1.0,0.0,0.0
35605400,1,3,P,-1.0,1.0,0.0,0.0
35605800,1,3,P,-1.0,1.0,0.0,0.0
35606100,1,3,P,-1.0,1.0,0.0,0.0
35606500,1,3,P,-1.0,1.0,0.0,0.0
35613500,3,2,P,0.0,2.0,-2.0,0.0
35647200,1,4,P,0.0,3.0,-2.0,-1.0
35875700,1,2,P,0.0,4.0,-3.0,-1.0
35975600,1,2,P,0.0,4.0,-3.0,-1.0
35977100,1,2,J,0.0,4.0,-3.0,-1.0
36258300,1,2,J,0.0,4.0,-3.0,-1.0
36266500,1,2,P,0.0,4.0,-3.0,-1.0
36268000,1,2,J,0.0,4.0,-3.0,-1.0
36588400,1,2,P,0.0,4.0,-3.0,-1.0
36995300,1,3,P,0.0,4.0,-3.0,-1.0
37545600,1,2,P,0.0,4.0,-3.0,-1.0
37547400,1,2,P,0.0,4.0,-3.0,-1.0
37552400,1,2,P,0.0,4.0,-3.0,-1.0
37554500,1,2,P,0.0,4.0,-3.0,-1.0
37688100,1,2,P,0.0,4.0,-3.0,-1.0
37689900,1,2,P,0.0,4.0,-3.0,-1.0
37691400,1,2,J,0.0,4.0,-3.0,-1.0
37697400,2,4,C,1.0,5.0,-2.0,-4.0
37728400,1,2,P,1.0,5.0,-2.0,-4.0
38184600,1,2,P,1.0,5.0,-2.0,-4.0
38417900,1,3,P,1.0,5.0,-2.0,-4.0
38450400,1,3,P,1.0,5.0,-2.0,-4.0
38453800,1,3,P,1.0,5.0,-2.0,-4.0
39257600,3,2,P,1.0,5.0,-2.0,-4.0
39477800,1,2,P,1.0,5.0,-2.0,-4.0
39481100,1,2,P,1.0,5.0,-2.0,-4.0
39756200,1,2,P,1.0,5.0,-2.0,-4.0
39817600,1,3,P,1.0,5.0,-2.0,-4.0
39830600,1,3,P,1.0,5.0,-2.0,-4.0
40001900,1,4,P,1.0,5.0,-2.0,-4.0
40003800,1,4,P,1.0,5.0,-2.0,-4.0
40005100,1,4,J,1.0,5.0,-2.0,-4.0
40041100,3,2,P,1.0,5.0,-2.0,-4.0
40118000,1,2,P,1.0,5.0,-2.0,-4.0
40772700,1,3,P,1.0,5.0,-2.0,-4.0
40787100,1,3,P,1.0,5.0,-2.0,-4.0
40821100,1,2,P,1.0,5.0,-2.0,-4.0
40822600,1,2,P,1.0,5.0,-2.0,-4.0
40835200,1,2,P,1.0,5.0,-2.0,-4.0
40843200,1,2,P,1.0,5.0,-2.0,-4.0
40896300,1,3,P,1.0,5.0,-2.0,-4.0
40897800,1,3,P,1.0,5.0,-2.0,-4.0
40899500,1,3,P,1.0,5.0,-2.0,-4.0
40900900,1,3,P,1.0,5.0,-2.0,-4.0
40911200,1,3,P,1.0,5.0,-2.0,-4.0
41002100,2,3,P,0.0,5.0,-1.25,-3.75
41014000,2,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41126900,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41172500,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41464900,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41469900,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41495500,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41498000,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41498800,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41500400,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41502900,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41507600,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
41724000,1,4,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
44582000,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
44601200,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
44733100,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45123100,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45263600,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45266300,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45397100,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45401800,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45774800,1,4,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
45891000,1,4,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46946900,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46950400,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46955800,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46961200,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46965200,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
46967400,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47194600,1,4,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47242700,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47248600,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47251200,1,3,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47283800,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47323700,1,4,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47411400,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
47415700,1,2,P,-0.6000000000000001,5.0,-0.8000000000000002,-3.6
49684100,2,3,P,-1.0,5.0,-0.5,-3.5
50073300,1,4,P,-1.0,5.0,-0.5,-3.5
50081500,1,4,P,-1.0,5.0,-0.5,-3.5
50086200,1,4,P,-1.0,5.0,-0.5,-3.5
50320700,1,3,P,-1.0,5.0,-0.5,-3.5
50386200,1,3,P,-1.0,5.0,-0.5,-3.5
50548500,1,2,P,-1.0,5.0,-0.5,-3.5
50669600,1,4,P,-1.0,5.0,-0.5,-3.5
50673600,1,4,P,-1.0,5.0,-0.5,-3.5
50959600,1,2,P,-1.0,5.0,-0.5,-3.5
51016800,1,2,P,-1.0,5.0,-0.5,-3.5
51162300,1,2,P,-1.0,5.0,-0.5,-3.5
51176700,1,2,P,-1.0,5.0,-0.5,-3.5
51229900,1,3,P,-1.0,5.0,-0.5,-3.5
51294800,1,3,P,-1.0,5.0,-0.5,-3.5
51300400,1,3,P,-1.0,5.0,-0.5,-3.5
51384100,1,3,P,-1.0,5.0,-0.5,-3.5
51400500,1,3,P,-1.0,5.0,-0.5,-3.5
51437500,1,2,P,-1.0,5.0,-0.5,-3.5
51497500,1,3,P,-1.0,5.0,-0.5,-3.5
51499900,1,3,P,-1.0,5.0,-0.5,-3.5
51726000,1,2,P,-1.0,5.0,-0.5,-3.5
51728300,1,2,P,-1.0,5.0,-0.5,-3.5
51734300,1,2,P,-1.0,5.0,-0.5,-3.5
51736600,1,4,P,-1.0,5.0,-0.5,-3.5
51774300,1,3,P,-1.0,5.0,-0.5,-3.5
51811700,1,2,P,-1.0,5.0,-0.5,-3.5
51813600,1,2,P,-1.0,5.0,-0.5,-3.5
51816000,1,2,P,-1.0,5.0,-0.5,-3.5
51899800,2,3,P,-1.2857142857142858,5.0,-0.2857142857142857,-3.428571428571429
52838100,1,2,P,-1.2857142857142858,5.0,-0.2857142857142857,-3.428571428571429
