Time,Attacker,Victim,Attack Type,2,3,1,4
34983200,3,2,P,-1.0,1.0,0.0,0.0
35035400,1,2,P,-2.0,1.0,1.0,0.0
35107900,1,4,P,-2.0,1.0,2.0,-1.0
35183700,4,2,J,-4.0,1.0,3.0,0.0
35199200,2,1,P,-2.5,1.5,1.0,0.0
35206100,1,3,P,-3.0,0.0,3.0,0.0
35237100,1,4,P,-3.0,0.0,3.0,0.0
35375100,1,4,P,-3.0,0.0,3.0,0.0
35464400,1,4,P,-3.0,0.0,3.0,0.0
35487500,1,4,P,-3.0,0.0,3.0,0.0
35489500,1,4,P,-3.0,0.0,3.0,0.0
35489900,1,4,P,-3.0,0.0,3.0,0.0
35500100,1,4,P,-3.0,0.0,3.0,0.0
35562100,1,4,P,-3.0,0.0,3.0,0.0
35604100,1,3,J,-3.0,0.0,3.0,0.0
35646000,1,4,P,-3.0,0.0,3.0,0.0
35649700,3,4,P,-4.0,2.0,4.0,-2.0
35659100,3,1,P,-4.0,3.3333333333333335,2.666666666666666,-2.0
35699000,1,3,P,-4.0,3.0,3.0,-2.0
35881000,1,4,P,-4.0,3.0,3.0,-2.0
35887400,1,4,P,-4.0,3.0,3.0,-2.0
35901300,1,4,P,-4.0,3.0,3.0,-2.0
35916100,4,2,P,-4.0,3.0,3.0,-2.0
35918900,2,4,J,-2.6666666666666665,3.0,3.0,-3.333333333333333
35921000,2,4,P,-2.0,3.0,3.0,-4.0
36151300,2,3,P,0.0,1.0,3.0,-4.0
36162400,1,4,P,0.0,1.0,3.0,-4.0
36173700,1,4,P,0.0,1.0,3.0,-4.0
36264200,1,4,P,0.0,1.0,3.0,-4.0
36462000,3,2,P,-0.6666666666666665,1.666666666666667,2.9999999999999996,-4.0
36466500,2,4,P,-0.26666666666666705,1.666666666666666,3.000000000000001,-4.4
36470300,2,4,P,4.440892098500626e-16,1.666666666666667,3.000000000000001,-4.666666666666666
36471100,2,4,P,0.1904761904761909,1.6666666666666663,3.0,-4.857142857142858
36543200,3,4,P,0.1904761904761909,1.6666666666666663,3.0,-4.857142857142858
36875000,2,4,P,0.3333333333333337,1.6666666666666663,2.9999999999999996,-5.0
37089100,3,4,P,0.3333333333333337,1.6666666666666663,2.9999999999999996,-5.0
37091900,3,4,P,0.3333333333333337,1.6666666666666663,2.9999999999999996,-5.0
37384900,1,3,P,0.33333333333333304,1.4666666666666666,3.1999999999999997,-5.0
37428500,1,3,P,0.33333333333333304,1.333333333333333,3.333333333333333,-5.0
37560300,2,4,P,0.4444444444444442,1.3333333333333326,3.3333333333333335,-5.111111111111111
37566800,2,4,P,0.5333333333333332,1.333333333333333,3.3333333333333335,-5.2
38412800,1,4,P,0.5333333333333332,1.333333333333333,3.3333333333333335,-5.2
38583200,3,4,P,0.5333333333333332,1.333333333333333,3.3333333333333335,-5.2
38585300,2,4,P,0.6060606060606055,1.3333333333333333,3.333333333333333,-5.272727272727273
38716100,1,4,P,0.6060606060606055,1.3333333333333333,3.333333333333333,-5.272727272727273
38807100,3,4,P,0.6060606060606055,1.3333333333333333,3.333333333333333,-5.272727272727273
39355900,1,2,P,-0.060606060606060996,1.3333333333333335,3.9999999999999996,-5.272727272727273
39590800,1,2,J,-0.3939393939393938,1.3333333333333333,4.333333333333332,-5.2727272727272725
39596500,2,1,P,0.20606060606060606,1.3333333333333335,3.7333333333333334,-5.272727272727273
39599900,2,1,J,0.6060606060606055,1.3333333333333333,3.333333333333333,-5.272727272727273
39614100,2,1,P,0.8917748917748916,1.333333333333333,3.0476190476190474,-5.272727272727273
39641000,2,1,P,1.106060606060606,1.3333333333333333,2.833333333333333,-5.272727272727273
39647100,1,2,J,0.8282828282828278,1.333333333333333,3.1111111111111103,-5.272727272727273
39648900,1,2,P,0.6060606060606055,1.3333333333333333,3.333333333333333,-5.272727272727273
39740800,3,2,P,0.2727272727272727,1.6666666666666667,3.3333333333333335,-5.272727272727273
39744100,2,3,P,0.8727272727272726,1.0666666666666664,3.333333333333333,-5.272727272727273
39801700,2,3,P,1.272727272727273,0.6666666666666661,3.333333333333333,-5.272727272727273
42004000,1,4,P,1.272727272727273,0.6666666666666661,3.333333333333333,-5.272727272727273
42150900,3,2,P,0.9870129870129871,0.9523809523809526,3.333333333333333,-5.272727272727273
42154200,2,3,J,1.272727272727273,0.6666666666666661,3.333333333333333,-5.272727272727273
42461700,3,4,P,1.272727272727273,0.6666666666666661,3.333333333333333,-5.272727272727273
42605100,2,3,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
42786600,1,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
42839600,1,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43044500,3,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43046500,3,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43047700,3,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43310700,1,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43988100,3,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
43993100,3,4,P,1.494949494949495,0.4444444444444442,3.3333333333333326,-5.272727272727273
44281600,1,3,P,1.4949494949494948,0.3492063492063495,3.4285714285714293,-5.272727272727273
44288100,1,3,P,1.494949494949495,0.2777777777777777,3.5,-5.272727272727273
44313700,1,4,P,1.494949494949495,0.2777777777777777,3.5,-5.272727272727273
44492900,1,4,P,1.494949494949495,0.2777777777777777,3.5,-5.272727272727273
44495800,1,3,P,1.4949494949494944,0.2222222222222221,3.5555555555555554,-5.272727272727273
44498200,1,3,P,1.4949494949494948,0.17777777777777737,3.599999999999999,-5.272727272727273
44604100,1,4,P,1.4949494949494948,0.17777777777777737,3.599999999999999,-5.272727272727273
44896400,1,3,P,1.494949494949495,0.14141414141414188,3.6363636363636367,-5.272727272727273
44897800,1,3,P,1.4949494949494948,0.11111111111111116,3.666666666666667,-5.272727272727273
44905000,1,4,P,1.4949494949494948,0.11111111111111116,3.666666666666667,-5.272727272727273
45358500,1,4,P,1.4949494949494948,0.11111111111111116,3.666666666666667,-5.272727272727273
45421700,1,2,P,1.313131313131313,0.11111111111111072,3.8484848484848477,-5.272727272727273
45618400,1,4,P,1.313131313131313,0.11111111111111072,3.8484848484848477,-5.272727272727273
45689300,1,4,P,1.313131313131313,0.11111111111111072,3.8484848484848477,-5.272727272727273
45700400,1,3,P,1.3131313131313131,0.08547008547008517,3.8741258741258737,-5.272727272727273
45702900,1,3,P,1.3131313131313127,0.06349206349206349,3.896103896103895,-5.272727272727273
45704000,1,3,P,1.313131313131313,0.04444444444444384,3.9151515151515146,-5.272727272727273
45711200,1,4,P,1.313131313131313,0.04444444444444384,3.9151515151515146,-5.272727272727273
45732700,1,3,P,1.313131313131313,0.02777777777777768,3.931818181818182,-5.2727272727272725
